,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FlashPixVersion,FocalLength,UserComment,ColorSpace,ComponentsConfiguration,Make,Model,ExifImageWidth,Orientation,YCbCrPositioning,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,XResolution,YResolution,ExposureTime,ExifInteroperabilityOffset,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,b'0220',"(464, 100)","(227, 100)",2019:10:20 18:37:18,2019:10:20 18:37:18,"(45, 100)","(0, 10)","(227, 100)",2,0,b'0100',"(330, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,b'\x01\x02\x03\x00',samsung,SM-J260M,3264,6,1,0674,0674,0674,1836,"(72, 1)","(72, 1)","(1, 25)",724,"(220, 100)","A08LLKA00AM A08LLLI01AA
",2,320,2,0,0,J260MUBU4ASF1,2019:10:20 18:37:18,31,0,201,2019-11-02 20:54:47.286559,https://trep.oep.org.bo/resul/imgActa/726811.jpg
