,ImageWidth,ImageLength,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,ExifImageWidth,Make,Model,ExifImageHeight,Orientation,YCbCrPositioning,XResolution,YResolution,ExposureTime,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,4128,2322,b'0220',"(1, 33)","(185, 100)",2019:10:20 18:22:03,2019:10:20 18:22:03,"(43, 100)","(0, 100)","(185, 100)",2,0,"(360, 100)",1,4128,samsung,SM-A205G,2322,6,1,"(72, 1)","(72, 1)","(1, 33)","(190, 100)",I13LSLJ00QM,2,320,2,0,0,A205GUBU2ASG1,2019:10:20 18:22:03,"(131, 100)",27,0,226,2019-11-02 09:23:57.475473,https://trep.oep.org.bo/resul/imgActa/265341.jpg
