,ImageWidth,ImageLength,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,ExifImageWidth,Make,Model,ExifImageHeight,Orientation,YCbCrPositioning,XResolution,YResolution,ExposureTime,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,4128,3096,b'0220',"(1, 122)","(190, 100)",2019:10:20 17:18:56,2019:10:20 17:18:56,"(1000, 100)","(0, 100)","(185, 100)",2,1,"(360, 100)",1,4128,samsung,SM-A105M,3096,6,1,"(72, 1)","(72, 1)","(1, 122)","(190, 100)",D13LLMA00MM,2,40,2,0,0,A105MUBU1ASD1,2019:10:20 17:18:56,"(147, 100)",27,0,226,2019-11-02 04:17:50.881547,https://trep.oep.org.bo/resul/imgActa/112891.jpg
