,ImageWidth,ImageLength,BitsPerSample,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MeteringMode,LightSource,Flash,ImageDescription,Make,Model,FocalLength,Orientation,YCbCrPositioning,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SensingMethod,XResolution,YResolution,ExifInteroperabilityOffset,FileSource,ExposureTime,FNumber,SceneType,ExposureProgram,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,GainControl,ColorSpace,Contrast,Saturation,Sharpness,SubjectDistanceRange,ExifOffset,MakerNote,current_download_datetime,image_src
0,4160,3120,"(8, 8, 8)",b'0210',b'\x01\x02\x03\x00',"(298973, 10000)",2019:10:20 19:43:28,2019:10:20 19:43:28,"(169, 100)","(0, 1)","(0, 10)",5,1,1,nor,HUAWEI,JKM-LX3,"(3620, 1000)",0,1,4160,637577,637577,637577,3120,2,"(72, 1)","(72, 1)",8850,b'\x03',"(20000000, 1000000000)","(180, 100)",b'\x01',2,1,64,2,0,b'0100',0,JKM-LX3 8.2.0.102(C605),2019:10:20 19:43:28,"(100, 100)",26,0,0,1,0,0,0,0,264,b'####\n\x00\x00\x00\xae\xc83\x01\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x8c\x01\x00\x00\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff',2019-11-02 15:07:29.881756,https://trep.oep.org.bo/resul/imgActa/357571.jpg
