,ImageWidth,ImageLength,BitsPerSample,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MeteringMode,LightSource,Flash,ImageDescription,Make,Model,FocalLength,Orientation,YCbCrPositioning,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SensingMethod,XResolution,YResolution,ExifInteroperabilityOffset,FileSource,ExposureTime,FNumber,SceneType,ExposureProgram,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,GainControl,ColorSpace,Contrast,Saturation,Sharpness,SubjectDistanceRange,ExifOffset,MakerNote,current_download_datetime,image_src
0,3968,2976,"(8, 8, 8)",b'0210',b'\x01\x02\x03\x00',"(298973, 10000)",2019:10:20 17:57:31,2019:10:20 17:57:31,"(227, 100)","(0, 1)","(0, 10)",5,1,0,nor,HUAWEI,EVA-L09,"(4500, 1000)",0,1,3968,637401,637401,637401,2976,2,"(72, 1)","(72, 1)",8608,b'\x03',"(30000000, 1000000000)","(220, 100)",b'\x01',2,1,320,2,0,b'0100',0,EVA-L09C45B140,2019:10:20 17:57:31,"(100, 100)",27,0,0,1,0,0,0,0,256,b'\xb4\x00\x00\x00',2019-11-02 17:20:28.130127,https://trep.oep.org.bo/resul/imgActa/607941.jpg
