,ExifVersion,ComponentsConfiguration,ExifImageWidth,ExifImageHeight,DateTimeDigitized,ExifInteroperabilityOffset,SceneCaptureType,MeteringMode,FocalLengthIn35mmFilm,Flash,FocalLength,WhiteBalance,DateTimeOriginal,ColorSpace,Make,Model,SubsecTime,SubsecTimeOriginal,YCbCrPositioning,SubsecTimeDigitized,ShutterSpeedValue,SensingMethod,,XResolution,YResolution,ExposureTime,ApertureValue,FNumber,SceneType,BrightnessValue,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,DateTime,ExifOffset,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',3264,2448,2019:10:20 18:23:08,675,0,2,3,16,"(302, 100)",0,2019:10:20 18:23:08,1,Xiaomi,Redmi Go,103953,103953,1,103953,"(5059, 1000)",2,"{""sensor_type"":""rear"",""mirror"":false}","(72, 1)","(72, 1)","(1, 33)","(200, 100)","(200, 100)",b'\x01',"(137, 100)",0,"{1: 'S', 2: ((19, 1), (2, 1), (469831, 10000)), 3: 'W', 4: ((65, 1), (15, 1), (187077, 10000)), 5: (200, 100), 6: (2830856, 1000), 7: ((22, 1), (23, 1), (7, 1)), 27: 'ASCII\x00\x00\x00GPS', 29: '2019:10:20'}",172,2,0,b'0100',2019:10:20 18:23:08,174,2019-11-02 03:32:46.673182,https://trep.oep.org.bo/resul/imgActa/100801.jpg
