,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,MeteringMode,FlashPixVersion,Flash,FocalLength,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,FocalLengthIn35mmFilm,Make,Model,SubsecTime,SubsecTimeOriginal,YCbCrPositioning,SubsecTimeDigitized,ExifImageHeight,SensingMethod,XResolution,YResolution,ExposureTime,FNumber,SceneType,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,WhiteBalance,DateTime,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(5058, 1000)",2019:10:20 18:47:39,2019:10:20 18:47:39,"(227, 100)","(-28, 100)",2,b'0100',16,"(383, 100)",1,4000,627,4,Xiaomi,Redmi 5,822900,822900,1,822900,3000,2,"(72, 1)","(72, 1)","(1, 33)","(220, 100)",b'\x01',0,"{29: '2019:10:20', 5: (220, 100), 7: ((22, 1), (47, 1), (37, 1))}",1000,2,0,0,2019:10:20 18:47:39,0,174,2019-11-02 10:21:55.105702,https://trep.oep.org.bo/resul/imgActa/255441.jpg
