,ImageWidth,ImageLength,BitsPerSample,ExifVersion,ComponentsConfiguration,CompressedBitsPerPixel,DateTimeOriginal,DateTimeDigitized,ShutterSpeedValue,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,LightSource,Make,Model,Flash,Orientation,YCbCrPositioning,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SensingMethod,XResolution,YResolution,FileSource,ExposureTime,ExifInteroperabilityOffset,FNumber,SceneType,ExposureProgram,GPSInfo,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,FocalLength,GainControl,ColorSpace,Contrast,Saturation,Sharpness,SubjectDistanceRange,ExifOffset,MakerNote,current_download_datetime,image_src
0,4160,3120,"(8, 8, 8)",b'0210',b'\x01\x02\x03\x00',"(95, 100)",2019:10:20 18:31:10,2019:10:20 18:31:10,"(298973, 10000)","(169, 100)","(0, 1)","(0, 10)","(169, 100)",5,1,HUAWEI,JKM-LX3,0,0,1,4160,084333,084333,084333,3120,2,"(72, 1)","(72, 1)",b'\x03',"(50000000, 1000000000)",8916,"(180, 100)",b'\x01',2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((16, 1), (31, 1), (23667755, 1000000)), 3: 'W', 4: ((68, 1), (6, 1), (20017089, 1000000)), 5: b'\x00', 6: (346110, 100), 7: ((22, 1), (31, 1), (9, 1)), 27: 'CELLID', 29: '2019:10:20'}",1,640,2,0,b'0100',0,JKM-LX3 9.1.0.230(C605E4R1P1),2019:10:20 18:31:10,"(100, 100)",26,0,"(3600, 1000)",0,1,0,0,0,0,270,b'##**nor\x00',2019-11-02 05:12:25.291885,https://trep.oep.org.bo/resul/imgActa/211721.jpg
