,ImageWidth,ImageLength,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,ExifImageWidth,Make,Model,ExifImageHeight,Orientation,YCbCrPositioning,XResolution,YResolution,ExposureTime,FNumber,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,4608,3456,b'0220',"(1, 50)","(153, 100)",2019:10:20 17:59:37,2019:10:20 17:59:37,"(133, 100)","(0, 100)","(153, 100)",2,0,"(392, 100)",1,4608,samsung,SM-A305G,3456,6,1,"(72, 1)","(72, 1)","(1, 50)","(170, 100)",F16LLLJ00YM,2,"{1: 'S', 2: ((17, 1), (36, 1), (17038080, 1000000)), 3: 'W', 4: ((65, 1), (52, 1), (44933879, 1000000))}",320,2,0,0,A305GUBU2ASG1,2019:10:20 17:59:37,"(100, 100)",26,0,238,2019-11-02 15:13:16.265144,https://trep.oep.org.bo/resul/imgActa/359251.jpg
