,ImageWidth,ImageLength,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,UserComment,ColorSpace,Make,Model,ComponentsConfiguration,Orientation,YCbCrPositioning,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,XResolution,YResolution,ExposureTime,ExifInteroperabilityOffset,FNumber,SceneType,ImageUniqueID,ExposureProgram,GPSInfo,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,Contrast,Saturation,Sharpness,ExifOffset,current_download_datetime,image_src
0,4032,1860,b'0220',"(564, 100)","(153, 100)",2019:10:20 18:20:18,2019:10:20 18:20:18,"(104, 100)","(0, 10)","(153, 100)",2,1,"(393, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,samsung,SM-A505G,b'\x01\x02\x03\x00',6,1,4032,0169,0169,0169,1860,"(72, 1)","(72, 1)","(1, 50)",827,"(170, 100)",b'\x01\x00\x00\x00',H25LSLJ02AM,2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((17, 1), (44, 1), (5674056, 100000)), 3: 'W', 4: ((63, 1), (11, 1), (2464836, 100000)), 5: b'\x01', 6: (0, 1), 7: ((22, 1), (20, 1), (1, 1)), 27: b'ASCII\x00\x00\x00CELLID\x00', 29: '2019:10:20'}",0,160,2,0,b'0100',0,A505GUBU3ASH2,2019:10:20 18:20:18,"(0, 0)",26,0,0,0,0,237,2019-11-02 18:46:11.653830,https://trep.oep.org.bo/resul/imgActa/705801.jpg
