,ImageWidth,ImageLength,BitsPerSample,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MeteringMode,LightSource,Flash,ImageDescription,Make,Model,FocalLength,Orientation,YCbCrPositioning,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SensingMethod,XResolution,YResolution,ExifInteroperabilityOffset,FileSource,ExposureTime,FNumber,SceneType,ExposureProgram,GPSInfo,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,GainControl,ColorSpace,Contrast,Saturation,Sharpness,SubjectDistanceRange,ExifOffset,MakerNote,current_download_datetime,image_src
0,5120,3840,"(8, 8, 8)",b'0210',b'\x01\x02\x03\x00',"(298973, 10000)",2019:10:20 20:39:11,2019:10:20 20:39:11,"(169, 100)","(0, 1)","(0, 10)",5,1,1,nor,HUAWEI,SNE-LX3,"(3950, 1000)",0,1,5120,449036,449036,449036,3840,2,"(72, 1)","(72, 1)",8862,b'\x03',"(10000000, 1000000000)","(180, 100)",b'\x01',2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((20, 1), (13, 1), (13521881, 1000000)), 3: 'W', 4: ((65, 1), (2, 1), (41032104, 1000000)), 5: b'\x00', 6: (333499, 100), 7: ((0, 1), (39, 1), (10, 1)), 27: 'GPS', 29: '2019:10:21'}",1,100,2,0,b'0100',0,SNE-LX3 8.2.0.134(C605),2019:10:20 20:39:11,"(100, 100)",27,0,0,1,0,0,0,0,276,b'####\n\x00\x00\x00\xae\xc83\x01\x08\x80\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x00\x00\x00\xf1\x02\x00\x00\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff',2019-11-02 03:57:52.013364,https://trep.oep.org.bo/resul/imgActa/115741.jpg
