,ImageWidth,ImageLength,BitsPerSample,ExifVersion,ComponentsConfiguration,CompressedBitsPerPixel,DateTimeOriginal,DateTimeDigitized,ShutterSpeedValue,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,LightSource,Make,Model,Flash,Orientation,YCbCrPositioning,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SensingMethod,XResolution,YResolution,FileSource,ExposureTime,ExifInteroperabilityOffset,FNumber,SceneType,ExposureProgram,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,FocalLength,GainControl,ColorSpace,Contrast,Saturation,Sharpness,SubjectDistanceRange,ExifOffset,MakerNote,current_download_datetime,image_src
0,3120,4160,"(8, 8, 8)",b'0210',b'\x01\x02\x03\x00',"(95, 100)",2019:10:20 18:58:29,2019:10:20 18:58:29,"(298973, 10000)","(169, 100)","(0, 1)","(0, 10)","(169, 100)",5,1,HUAWEI,POT-LX3,0,0,1,3120,477473,477473,477473,4160,2,"(72, 1)","(72, 1)",b'\x03',"(50000000, 1000000000)",8906,"(180, 100)",b'\x01',2,1,400,2,0,b'0100',0,POT-LX3 9.1.0.279(C605E8R1P11),2019:10:20 18:58:29,"(100, 100)",26,0,"(3620, 1000)",0,1,0,0,0,0,260,b'##**nor\x00',2019-11-02 12:54:02.938353,https://trep.oep.org.bo/resul/imgActa/322131.jpg
