,ImageWidth,ImageLength,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,LightSource,Flash,FocalLength,Make,Model,ExifImageWidth,Orientation,YCbCrPositioning,ExifImageHeight,SensingMethod,XResolution,YResolution,ExposureTime,ExifInteroperabilityOffset,FNumber,SceneType,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,UserComment,FocalLengthIn35mmFilm,SceneCaptureType,ColorSpace,ExifOffset,current_download_datetime,image_src
0,3264,2448,b'0220',b'\x01\x02\x03\x00',"(4643, 1000)",2019:10:20 19:09:51,2019:10:20 19:09:51,"(227, 100)","(77, 100)","(0, 10)","(227, 100)",2,0,0,"(330, 100)",samsung,SM-J410G,3264,6,1,2448,2,"(72, 1)","(72, 1)","(1, 25)",740,"(220, 100)",b'\x01',L08QLLA01HM L08QLLA01HA,0,{0: b'\x02\x02\x00\x00'},200,2,0,b'0100',0,J410GUBU1ARL1,2019:10:20 19:09:51,b'ASCII\x00\x00\x00',31,0,1,238,2019-11-02 16:45:25.810297,https://trep.oep.org.bo/resul/imgActa/415681.jpg
