,ImageWidth,ImageLength,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,ExposureBiasValue,MaxApertureValue,MeteringMode,ColorSpace,Flash,FocalLength,ExifImageWidth,FocalLengthIn35mmFilm,Make,Model,ExifImageHeight,Orientation,YCbCrPositioning,XResolution,YResolution,ExposureTime,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,WhiteBalance,Software,DateTime,DigitalZoomRatio,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,4032,3024,b'0220',"(1, 25)","(153, 100)",2019:10:20 18:13:56,2019:10:20 18:13:56,"(0, 100)","(153, 100)",2,1,0,"(393, 100)",4032,26,samsung,SM-A505G,3024,1,1,"(72, 1)","(72, 1)","(1, 25)","(170, 100)",H25LSLJ02AM,2,160,2,0,0,A505GUBS3ASI2,2019:10:20 18:13:56,"(100, 100)",0,226,2019-11-02 13:53:21.068278,https://trep.oep.org.bo/resul/imgActa/341051.jpg
