,ImageWidth,ImageLength,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,ExposureBiasValue,MaxApertureValue,MeteringMode,ColorSpace,Flash,FocalLength,ExifImageWidth,FocalLengthIn35mmFilm,Make,Model,ExifImageHeight,Orientation,YCbCrPositioning,XResolution,YResolution,ExposureTime,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,WhiteBalance,Software,DateTime,DigitalZoomRatio,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,4608,3456,b'0220',"(1, 33)","(153, 100)",2019:10:20 18:30:06,2019:10:20 18:30:06,"(0, 100)","(153, 100)",2,1,0,"(392, 100)",4608,26,samsung,SM-A305G,3456,1,1,"(72, 1)","(72, 1)","(1, 33)","(170, 100)",F16LLLJ00CM,2,250,2,0,0,A305GUBU2ASG1,2019:10:20 18:30:06,"(100, 100)",0,226,2019-11-02 13:20:04.644115,https://trep.oep.org.bo/resul/imgActa/346171.jpg
