,ImageWidth,ImageLength,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,UserComment,ColorSpace,Make,Model,ExifImageWidth,Orientation,YCbCrPositioning,ExifImageHeight,XResolution,YResolution,ExifInteroperabilityOffset,ExposureTime,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,MakerNote,current_download_datetime,image_src
0,4128,2322,b'0220',"(506, 100)","(227, 100)",2019:10:20 19:24:59,2019:10:20 19:24:59,"(49, 100)","(0, 10)","(227, 100)",2,1,"(420, 100)",b'ASCII\x00\x00\x00user comment\x00',1,SAMSUNG,SM-N900,4128,1,1,2322,"(72, 1)","(72, 1)",790,"(1, 33)","(22, 10)",C13LSHD02SA,2,50,2,0,b'0100',0,N900UBUEBOK1,2019:10:20 19:24:59,31,0,224,b'\x07\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00Z\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 13:45:07.112111,https://trep.oep.org.bo/resul/imgActa/351901.jpg
