,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,Make,Model,SubsecTime,SubsecTimeOriginal,YCbCrPositioning,SubsecTimeDigitized,ExifImageHeight,SensingMethod,XResolution,YResolution,ExposureTime,FNumber,SceneType,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(5058, 1000)",2019:10:20 18:59:20,2019:10:20 18:59:20,"(227, 100)","(0, 100)","(0, 10)",2,1,24,"(3370, 1000)",1,4160,745,HUAWEI,LDN-LX3,939566,939566,1,939566,3120,0,"(72, 1)","(72, 1)","(30001513, 1000000000)","(220, 100)",b'\x00',0,"{5: (0, 100)}",317,2,0,b'0100',0,LDN-LX3-user 8.0.0 HUAWEILDN-LX3 174(C605) release-keys,2019:10:20 18:59:20,25,0,242,AF_C,2019-11-02 06:45:21.502483,https://trep.oep.org.bo/resul/imgActa/203221.jpg
