,ImageWidth,ImageLength,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,ExifImageWidth,Make,Model,ExifImageHeight,Orientation,YCbCrPositioning,XResolution,YResolution,ExposureTime,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,4608,3456,b'0220',"(1, 50)","(153, 100)",2019:10:20 18:35:39,2019:10:20 18:35:39,"(102, 100)","(0, 100)","(153, 100)",2,0,"(392, 100)",1,4608,samsung,SM-A305G,3456,6,1,"(72, 1)","(72, 1)","(1, 50)","(170, 100)",F16LLLJ00YM,2,320,2,0,0,A305GUBU2ASG1,2019:10:20 18:35:39,"(100, 100)",26,0,226,2019-11-02 06:46:14.076458,https://trep.oep.org.bo/resul/imgActa/203461.jpg
