,ImageWidth,ImageLength,BitsPerSample,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MeteringMode,LightSource,Flash,ImageDescription,Make,Model,FocalLength,Orientation,YCbCrPositioning,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SensingMethod,XResolution,YResolution,ExifInteroperabilityOffset,FileSource,ExposureTime,FNumber,SceneType,ExposureProgram,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,GainControl,ColorSpace,Contrast,Saturation,Sharpness,SubjectDistanceRange,ExifOffset,MakerNote,current_download_datetime,image_src
0,2560,1920,"(8, 8, 8)",b'0210',b'\x01\x02\x03\x00',"(298973, 10000)",2019:10:20 18:03:54,2019:10:20 18:03:54,"(252, 100)","(0, 1)","(0, 10)",5,1,0,nor,HUAWEI,AGS2-L03,"(2400, 1000)",0,1,2560,655568,655568,655568,1920,2,"(72, 1)","(72, 1)",8412,b'\x03',"(25000000, 1000000000)","(240, 100)",b'\x01',2,1,250,2,0,b'0100',0,AGS2-L03 8.0.0.162(C605),2019:10:20 18:03:54,"(100, 100)",28,0,0,1,0,0,0,0,268,b'Auto\x00',2019-11-02 16:09:50.382012,https://trep.oep.org.bo/resul/imgActa/353921.jpg
