,ImageWidth,ImageLength,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,Make,Model,ExifImageWidth,Orientation,YCbCrPositioning,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SensingMethod,XResolution,YResolution,ExifInteroperabilityOffset,ExposureTime,FNumber,SceneType,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,4032,3024,b'0220',b'\x01\x02\x03\x00',"(5643, 1000)",2019:10:20 18:26:58,2019:10:20 18:26:58,"(153, 100)","(59, 100)","(0, 10)","(153, 100)",2,0,"(3920, 1000)",1,samsung,SM-A705MN,4032,3,1,228452,228452,228452,3024,1,"(72, 1)","(72, 1)",770,"(1, 50)","(170, 100)",b'\x01',B32QLLA01MM B32QLLA01MM,2,"{1: 'N', 2: ((0, 1), (0, 1), (0, 10000)), 3: 'E', 4: ((0, 1), (0, 1), (0, 10000)), 5: b'\x00', 6: (0, 1000), 7: ((0, 1), (0, 1), (0, 1)), 29: '1970:01:01'}",200,2,0,b'0100',0,A705MNXXU3ASG7,2019:10:20 18:26:58,26,0,240,2019-11-02 14:18:33.610141,https://trep.oep.org.bo/resul/imgActa/401241.jpg
