,ImageWidth,ImageLength,BitsPerSample,ExifVersion,ComponentsConfiguration,CompressedBitsPerPixel,DateTimeOriginal,DateTimeDigitized,ShutterSpeedValue,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,LightSource,Make,Model,Flash,Orientation,YCbCrPositioning,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SensingMethod,XResolution,YResolution,FileSource,ExposureTime,ExifInteroperabilityOffset,FNumber,SceneType,ExposureProgram,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,FocalLength,GainControl,ColorSpace,Contrast,Saturation,Sharpness,SubjectDistanceRange,ExifOffset,MakerNote,current_download_datetime,image_src
0,4608,3456,"(8, 8, 8)",b'0210',b'\x01\x02\x03\x00',"(95, 100)",2019:10:20 19:29:38,2019:10:20 19:29:38,"(298973, 10000)","(227, 100)","(0, 1)","(0, 10)","(227, 100)",5,1,HUAWEI,ANE-LX3,1,0,1,4608,743670,743670,743670,3456,2,"(72, 1)","(72, 1)",b'\x03',"(20000000, 1000000000)",8474,"(220, 100)",b'\x01',2,1,125,2,0,b'0100',0,ANE-LX3 9.1.0.208(C605E4R1P3),2019:10:20 19:29:38,"(100, 100)",26,0,"(3810, 1000)",0,1,0,0,0,0,258,b'##**nor\x00',2019-11-02 18:09:03.024202,https://trep.oep.org.bo/resul/imgActa/520101.jpg
